Project,Package,Class,Method,Smell,Description,Method start line no,File
java,org.apache.roller.weblogger.ui.struts2.admin,GlobalCommentManagement,buildBaseUrl,Long Statement,The length of the statement "return WebloggerFactory.getWeblogger().getUrlStrategy().getActionURL("globalCommentManagement"`"/roller-ui/admin"`null`params`false);" is 133.,141,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/admin/GlobalCommentManagement.java
java,org.apache.roller.weblogger.ui.struts2.admin,GlobalCommentManagement,delete,Long Statement,The length of the statement "int deleted=wmgr.removeMatchingComments(null`null`getBean().getSearchString()`getBean().getStartDate()`getBean().getEndDate()`getBean().getStatus());" is 149.,213,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/admin/GlobalCommentManagement.java
java,org.apache.roller.weblogger.ui.struts2.admin,GlobalCommentManagement,update,Complex Method,Cyclomatic complexity of the method is 9,244,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/admin/GlobalCommentManagement.java
java,org.apache.roller.weblogger.ui.struts2.admin,CreateUserBean,copyFrom,Empty catch clause,The method has an empty catch block.,167,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/admin/CreateUserBean.java
java,org.apache.roller.weblogger.ui.struts2.util,UISecurityInterceptor,doIntercept,Complex Method,Cyclomatic complexity of the method is 16,41,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/util/UISecurityInterceptor.java
java,org.apache.roller.weblogger.ui.struts2.util,UISecurityInterceptor,doIntercept,Long Statement,The length of the statement "log.warn(String.format("User %s unable to process action %s " + "because no weblog was defined (Check JSP form provides weblog value)."`authenticatedUser.getUserName()`((UIAction)theAction).getActionName()));" is 208.,41,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/util/UISecurityInterceptor.java
java,org.apache.roller.weblogger.ui.struts2.util,UISecurityInterceptor,doIntercept,Long Statement,The length of the statement "log.debug(String.format("DENIED: user %s does not have required weblog permissions %s"`authenticatedUser.getUserName()`required));" is 130.,41,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/util/UISecurityInterceptor.java
java,org.apache.roller.weblogger.ui.struts2.util,UIAction,isUserIsAdmin,Empty catch clause,The method has an empty catch block.,136,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/util/UIAction.java
java,org.apache.roller.weblogger.ui.struts2.util,UIAction,getHoursList,Magic Number,The method contains a magic number: 24,360,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/util/UIAction.java
java,org.apache.roller.weblogger.ui.struts2.util,UIAction,getMinutesList,Magic Number,The method contains a magic number: 60,364,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/util/UIAction.java
java,org.apache.roller.weblogger.ui.struts2.util,UIAction,getCommentDaysList,Magic Number,The method contains a magic number: 3,372,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/util/UIAction.java
java,org.apache.roller.weblogger.ui.struts2.util,UIAction,getCommentDaysList,Magic Number,The method contains a magic number: 7,372,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/util/UIAction.java
java,org.apache.roller.weblogger.ui.struts2.util,UIAction,getCommentDaysList,Magic Number,The method contains a magic number: 14,372,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/util/UIAction.java
java,org.apache.roller.weblogger.ui.struts2.util,UIAction,getCommentDaysList,Magic Number,The method contains a magic number: 30,372,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/util/UIAction.java
java,org.apache.roller.weblogger.ui.struts2.util,UIAction,getCommentDaysList,Magic Number,The method contains a magic number: 60,372,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/util/UIAction.java
java,org.apache.roller.weblogger.ui.struts2.util,UIAction,getCommentDaysList,Magic Number,The method contains a magic number: 90,372,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/util/UIAction.java
java,org.apache.roller.weblogger.ui.core.tags.calendar,WeblogCalendarModel,parseWeblogURLDateString,Complex Conditional,The conditional expression dateString != null && dateString.length() == 8 && StringUtils.isNumeric(dateString) is complex.,210,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/tags/calendar/WeblogCalendarModel.java
java,org.apache.roller.weblogger.ui.core.tags.calendar,WeblogCalendarModel,parseWeblogURLDateString,Complex Conditional,The conditional expression dateString != null && dateString.length() == 6 && StringUtils.isNumeric(dateString) is complex.,210,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/tags/calendar/WeblogCalendarModel.java
java,org.apache.roller.weblogger.ui.core.tags.calendar,WeblogCalendarModel,parseWeblogURLDateString,Magic Number,The method contains a magic number: 8,210,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/tags/calendar/WeblogCalendarModel.java
java,org.apache.roller.weblogger.ui.core.tags.calendar,WeblogCalendarModel,parseWeblogURLDateString,Magic Number,The method contains a magic number: 6,210,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/tags/calendar/WeblogCalendarModel.java
java,org.apache.roller.weblogger.ui.core.tags.calendar,WeblogCalendarModel,computeUrl,Long Statement,The length of the statement "url=WebloggerFactory.getWeblogger().getUrlStrategy().getWeblogPageURL(weblog`locale`pageLink`null`cat`dateString`null`-1`false);" is 128.,251,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/tags/calendar/WeblogCalendarModel.java
java,org.apache.roller.weblogger.ui.core.tags.calendar,WeblogCalendarModel,computeTodayMonthUrl,Long Statement,The length of the statement "url=WebloggerFactory.getWeblogger().getUrlStrategy().getWeblogPageURL(weblog`locale`pageLink`null`cat`null`null`-1`false);" is 122.,314,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/tags/calendar/WeblogCalendarModel.java
java,org.apache.roller.weblogger.ui.core.tags.calendar,BigWeblogCalendarModel,getContent,Long Statement,The length of the statement "String dayUrl=WebloggerFactory.getWeblogger().getUrlStrategy().getWeblogCollectionURL(weblog`locale`cat`dateString`null`-1`false);" is 130.,79,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/tags/calendar/BigWeblogCalendarModel.java
java,org.apache.roller.weblogger.ui.core.tags.calendar,BigWeblogCalendarModel,getContent,Magic Number,The method contains a magic number: 20,79,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/tags/calendar/BigWeblogCalendarModel.java
java,org.apache.roller.weblogger.ui.core.tags.calendar,BigWeblogCalendarModel,getContent,Magic Number,The method contains a magic number: 20,79,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/tags/calendar/BigWeblogCalendarModel.java
java,org.apache.roller.weblogger.ui.core.tags.calendar,BigWeblogCalendarModel,computeUrl,Long Statement,The length of the statement "url=WebloggerFactory.getWeblogger().getUrlStrategy().getWeblogPageURL(weblog`locale`pageLink`null`cat`dateString`null`-1`false);" is 128.,134,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/tags/calendar/BigWeblogCalendarModel.java
java,org.apache.roller.weblogger.ui.core.tags.calendar,CalendarTag,doStartTag,Complex Conditional,The conditional expression (cal.get(Calendar.DAY_OF_MONTH) == todayCal.get(Calendar.DAY_OF_MONTH)) && (cal.get(Calendar.MONTH) == todayCal.get(Calendar.MONTH)) && (cal.get(Calendar.YEAR) == todayCal.get(Calendar.YEAR)) is complex.,109,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/tags/calendar/CalendarTag.java
java,org.apache.roller.weblogger.ui.core.tags.calendar,CalendarTag,doStartTag,Complex Method,Cyclomatic complexity of the method is 11,109,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/tags/calendar/CalendarTag.java
java,org.apache.roller.weblogger.ui.core.tags.calendar,CalendarTag,doStartTag,Long Statement,The length of the statement "pw.print("<a href=\"" + model.computePrevMonthUrl() + "\" title=\""+ bundle.getString("calendar.prev")+ "\" class=\"hCalendarNavBar\">&laquo;</a> ");" is 149.,109,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/tags/calendar/CalendarTag.java
java,org.apache.roller.weblogger.ui.core.tags.calendar,CalendarTag,doStartTag,Long Statement,The length of the statement "pw.print(" <a href=\"" + model.computeNextMonthUrl() + "\" title=\""+ bundle.getString("calendar.next")+ "\" class=\"hCalendarNavBar\">&raquo;</a>");" is 149.,109,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/tags/calendar/CalendarTag.java
java,org.apache.roller.weblogger.ui.core.tags.calendar,CalendarTag,doStartTag,Long Statement,The length of the statement "if ((cal.get(Calendar.DAY_OF_MONTH) == todayCal.get(Calendar.DAY_OF_MONTH)) && (cal.get(Calendar.MONTH) == todayCal.get(Calendar.MONTH)) && (cal.get(Calendar.YEAR) == todayCal.get(Calendar.YEAR))) {" is 198.,109,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/tags/calendar/CalendarTag.java
java,org.apache.roller.weblogger.ui.core.tags.calendar,CalendarTag,doStartTag,Long Statement,The length of the statement "pw.print("<a href=\"" + model.computeTodayMonthUrl() + "\" class=\"hCalendarNavBar\">"+ bundle.getString("calendar.today")+ "</a>");" is 132.,109,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/tags/calendar/CalendarTag.java
java,org.apache.roller.weblogger.ui.core.tags.calendar,CalendarTag,doStartTag,Magic Number,The method contains a magic number: 6,109,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/tags/calendar/CalendarTag.java
java,org.apache.roller.weblogger.ui.core.tags.calendar,CalendarTag,doStartTag,Magic Number,The method contains a magic number: 7,109,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/tags/calendar/CalendarTag.java
java,org.apache.roller.weblogger.ui.core.tags.calendar,CalendarTag,buildDayNames,Magic Number,The method contains a magic number: 7,322,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/tags/calendar/CalendarTag.java
java,org.apache.roller.weblogger.ui.core.tags.calendar,CalendarTag,buildDayNames,Magic Number,The method contains a magic number: 7,322,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/tags/calendar/CalendarTag.java
java,org.apache.roller.weblogger.ui.core,RollerContext,createPasswordEncoder,Complex Method,Cyclomatic complexity of the method is 8,290,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/RollerContext.java
java,org.apache.roller.weblogger.ui.core,RollerContext,createPasswordEncoder,Long Statement,The length of the statement "throw new RuntimeException("passwds.encryption.lazyUpgradeFrom=" + migrateFrom + " is no valid encoding to upgrade from.");" is 123.,290,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/RollerContext.java
java,org.apache.roller.weblogger.ui.core,RollerContext,createPasswordEncoder,Long Statement,The length of the statement "throw new RuntimeException("passwds.encryption.algorithm=" + algorithm + " is outdated`"+ " please set passwds.encryption.algorithm to 'bcrypt' for automatic lazy upgrade.");" is 174.,290,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/RollerContext.java
java,org.apache.roller.weblogger.ui.core,RollerSession,getRollerSession,Complex Conditional,The conditional expression rollerSession.getAuthenticatedUser() == null && principal != null && WebloggerFactory.isBootstrapped() is complex.,59,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/RollerSession.java
java,org.apache.roller.weblogger.ui.core,RollerSession,getRollerSession,Complex Conditional,The conditional expression user == null && principal.getName() != null && principal.getName().startsWith("http://") is complex.,59,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/RollerSession.java
java,org.apache.roller.weblogger.ui.core,RollerSession,getRollerSession,Complex Method,Cyclomatic complexity of the method is 12,59,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/RollerSession.java
java,org.apache.roller.weblogger.ui.core.plugins,UIPluginManagerImpl,loadEntryEditorClasses,Long Statement,The length of the statement "Reflection.<WeblogEntryEditor>newInstancesFromProperty("plugins.weblogEntryEditors").forEach(editor -> this.editors.put(editor.getId()`editor));" is 144.,87,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/plugins/UIPluginManagerImpl.java
java,org.apache.roller.weblogger.ui.core.filters,LoadSaltFilter,doFilter,Magic Number,The method contains a magic number: 20,35,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/filters/LoadSaltFilter.java
java,org.apache.roller.weblogger.ui.core.filters,CustomOpenIDAuthenticationProcessingFilter,lookupRealm,Long Statement,The length of the statement "StringBuilder realmBuffer=new StringBuilder(returnToUrl.length()).append(url.getProtocol()).append("://").append(url.getHost());" is 128.,85,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/filters/CustomOpenIDAuthenticationProcessingFilter.java
java,org.apache.roller.weblogger.ui.core.filters,InitFilter,getAbsoluteUrl,Long Statement,The length of the statement "return getAbsoluteUrl(request.isSecure()`request.getServerName()`request.getContextPath()`request.getRequestURI()`request.getRequestURL().toString());" is 150.,85,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/filters/InitFilter.java
java,org.apache.roller.weblogger.ui.core.filters,InitFilter,getAbsoluteUrl,Long Parameter List,The method has 5 parameters. ,99,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/filters/InitFilter.java
java,org.apache.roller.weblogger.ui.core.filters,BootstrapFilter,doFilter,Complex Conditional,The conditional expression "auto".equals(WebloggerConfig.getProperty("installation.type")) && !WebloggerFactory.isBootstrapped() && !isInstallUrl(request.getRequestURI()) is complex.,47,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/filters/BootstrapFilter.java
java,org.apache.roller.weblogger.ui.core.filters,BootstrapFilter,doFilter,Long Statement,The length of the statement "if ("auto".equals(WebloggerConfig.getProperty("installation.type")) && !WebloggerFactory.isBootstrapped() && !isInstallUrl(request.getRequestURI())) {" is 150.,47,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/filters/BootstrapFilter.java
java,org.apache.roller.weblogger.ui.core.filters,BootstrapFilter,isInstallUrl,Long Statement,The length of the statement "return (uri != null && (uri.endsWith("bootstrap.rol") || uri.endsWith("create.rol") || uri.endsWith("upgrade.rol")|| uri.endsWith(".js")|| uri.endsWith(".css")));" is 162.,75,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/filters/BootstrapFilter.java
java,org.apache.roller.weblogger.ui.core.util.menu,MenuHelper,buildMenu,Complex Conditional,The conditional expression includeTab && configTab.getGlobalPermissionActions() != null && !configTab.getGlobalPermissionActions().isEmpty() is complex.,120,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/util/menu/MenuHelper.java
java,org.apache.roller.weblogger.ui.core.util.menu,MenuHelper,buildMenu,Complex Conditional,The conditional expression includeTab && configTab.getWeblogPermissionActions() != null && !configTab.getWeblogPermissionActions().isEmpty() is complex.,120,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/util/menu/MenuHelper.java
java,org.apache.roller.weblogger.ui.core.util.menu,MenuHelper,buildMenu,Complex Conditional,The conditional expression includeItem && configTabItem.getGlobalPermissionActions() != null && !configTabItem.getGlobalPermissionActions().isEmpty() is complex.,120,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/util/menu/MenuHelper.java
java,org.apache.roller.weblogger.ui.core.util.menu,MenuHelper,buildMenu,Complex Conditional,The conditional expression includeItem && configTabItem.getWeblogPermissionActions() != null && !configTabItem.getWeblogPermissionActions().isEmpty() is complex.,120,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/util/menu/MenuHelper.java
java,org.apache.roller.weblogger.ui.core.util.menu,MenuHelper,buildMenu,Complex Conditional,The conditional expression currentAction != null && selectable && isSelected(currentAction`configTabItem) is complex.,120,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/util/menu/MenuHelper.java
java,org.apache.roller.weblogger.ui.core.util.menu,MenuHelper,buildMenu,Complex Method,Cyclomatic complexity of the method is 18,120,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/util/menu/MenuHelper.java
java,org.apache.roller.weblogger.ui.core.util.menu,MenuHelper,buildMenu,Long Parameter List,The method has 5 parameters. ,120,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/util/menu/MenuHelper.java
java,org.apache.roller.weblogger.ui.core.util.menu,MenuHelper,buildMenu,Long Statement,The length of the statement "if (includeItem && configTabItem.getGlobalPermissionActions() != null && !configTabItem.getGlobalPermissionActions().isEmpty()) {" is 129.,120,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/util/menu/MenuHelper.java
java,org.apache.roller.weblogger.ui.core.util.menu,MenuHelper,buildMenu,Long Statement,The length of the statement "if (includeItem && configTabItem.getWeblogPermissionActions() != null && !configTabItem.getWeblogPermissionActions().isEmpty()) {" is 129.,120,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/util/menu/MenuHelper.java
java,org.apache.roller.weblogger.ui.core.util.menu,MenuHelper,elementToParsedTab,Complex Method,Cyclomatic complexity of the method is 10,347,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/util/menu/MenuHelper.java
java,org.apache.roller.weblogger.ui.core.security,CustomUserRegistry,getUserDetailsFromAuthentication,Complex Conditional,The conditional expression userName == null && fullName == null && screenName == null && email == null && locale == null && timezone == null is complex.,60,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/security/CustomUserRegistry.java
java,org.apache.roller.weblogger.ui.core.security,CustomUserRegistry,getUserDetailsFromAuthentication,Complex Method,Cyclomatic complexity of the method is 9,60,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/security/CustomUserRegistry.java
java,org.apache.roller.weblogger.ui.core.security,CustomUserRegistry,getUserDetailsFromAuthentication,Long Identifier,The length of the field DEFAULT_TIMEZONE_LDAP_ATTRIBUTE is 31.,60,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/security/CustomUserRegistry.java
java,org.apache.roller.weblogger.ui.core.security,CustomUserRegistry,getUserDetailsFromAuthentication,Long Statement,The length of the statement "timezone=getRequestAttribute(request`WebloggerConfig.getProperty(TIMEZONE_LDAP_PROPERTY`DEFAULT_TIMEZONE_LDAP_ATTRIBUTE));" is 122.,60,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/security/CustomUserRegistry.java
java,org.apache.roller.weblogger.ui.core.security,BasicUserAutoProvision,hasNecessaryFields,Long Statement,The length of the statement "return user != null && user.getUserName() != null && user.getFullName() != null && user.getScreenName() != null && user.getEmailAddress() != null;" is 146.,81,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/security/BasicUserAutoProvision.java
java,org.apache.roller.weblogger.ui.core.security,RollerRememberMeServices,RollerRememberMeServices,Long Statement,The length of the statement "throw new RuntimeException("If remember-me is to be enabled` rememberme.key must be specified in the roller " + "properties file. Make sure it is a secret and make sure it is NOT springRocks");" is 193.,37,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/security/RollerRememberMeServices.java
java,org.apache.roller.weblogger.ui.core.security,RollerUserDetailsService,loadUserByUsername,Long Statement,The length of the statement "log.warn("No user found with OpenID URL: " + userName + " (OpenID aliased by auth provider?) Confirm URL exists in roller_user table");" is 135.,25,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/security/RollerUserDetailsService.java
java,org.apache.roller.weblogger.ui.core.security,RollerUserDetailsService,loadUserByUsername,Long Statement,The length of the statement "return new org.springframework.security.core.userdetails.User(userData.getUserName()`userData.getPassword()`true`true`true`true`authorities);" is 141.,25,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/security/RollerUserDetailsService.java
java,org.apache.roller.weblogger.ui.core.security,RollerRememberMeAuthenticationProvider,RollerRememberMeAuthenticationProvider,Long Statement,The length of the statement "throw new RuntimeException("If remember-me is to be enabled` rememberme.key must be specified in the roller " + "properties file. Make sure it is a secret and make sure it is NOT springRocks");" is 193.,31,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/security/RollerRememberMeAuthenticationProvider.java
java,org.apache.roller.weblogger.ui.rendering,WeblogRequestMapper,handleRequest,Complex Conditional,The conditional expression headerHost != null && configHost != null && !headerHost.equals(configHost) is complex.,88,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/WeblogRequestMapper.java
java,org.apache.roller.weblogger.ui.rendering,WeblogRequestMapper,handleRequest,Complex Conditional,The conditional expression (weblogRequestData == null && !trailingSlash) || (weblogRequestData != null && trailingSlash) is complex.,88,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/WeblogRequestMapper.java
java,org.apache.roller.weblogger.ui.rendering,WeblogRequestMapper,handleRequest,Complex Method,Cyclomatic complexity of the method is 20,88,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/WeblogRequestMapper.java
java,org.apache.roller.weblogger.ui.rendering,WeblogRequestMapper,handleRequest,Magic Number,The method contains a magic number: 3,88,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/WeblogRequestMapper.java
java,org.apache.roller.weblogger.ui.rendering,WeblogRequestMapper,handleRequest,Magic Number,The method contains a magic number: 2,88,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/WeblogRequestMapper.java
java,org.apache.roller.weblogger.ui.rendering,WeblogRequestMapper,handleRequest,Magic Number,The method contains a magic number: 3,88,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/WeblogRequestMapper.java
java,org.apache.roller.weblogger.ui.rendering,WeblogRequestMapper,handleRequest,Magic Number,The method contains a magic number: 2,88,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/WeblogRequestMapper.java
java,org.apache.roller.weblogger.ui.rendering,WeblogRequestMapper,handleRequest,Magic Number,The method contains a magic number: 2,88,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/WeblogRequestMapper.java
java,org.apache.roller.weblogger.ui.rendering,WeblogRequestMapper,handleRequest,Magic Number,The method contains a magic number: 3,88,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/WeblogRequestMapper.java
java,org.apache.roller.weblogger.ui.rendering,WeblogRequestMapper,handleRequest,Magic Number,The method contains a magic number: 2,88,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/WeblogRequestMapper.java
java,org.apache.roller.weblogger.ui.rendering,WeblogRequestMapper,calculateForwardUrl,Complex Method,Cyclomatic complexity of the method is 30,246,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/WeblogRequestMapper.java
java,org.apache.roller.weblogger.ui.rendering,WeblogRequestMapper,calculateForwardUrl,Long Method,The method has 117 lines of code.,246,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/WeblogRequestMapper.java
java,org.apache.roller.weblogger.ui.rendering,WeblogRequestMapper,calculateForwardUrl,Long Parameter List,The method has 5 parameters. ,246,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/WeblogRequestMapper.java
java,org.apache.roller.weblogger.ui.rendering,WeblogRequestMapper,calculateForwardUrl,Magic Number,The method contains a magic number: 64,246,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/WeblogRequestMapper.java
java,org.apache.roller.weblogger.ui.rendering,WeblogRequestMapper,isWeblog,Empty catch clause,The method has an empty catch block.,412,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/WeblogRequestMapper.java
java,org.apache.roller.weblogger.ui.rendering,WeblogRequestMapper,isLocale,Complex Conditional,The conditional expression potentialLocale != null && (potentialLocale.length() == 2 || potentialLocale.length() == 5) is complex.,437,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/WeblogRequestMapper.java
java,org.apache.roller.weblogger.ui.rendering,WeblogRequestMapper,isLocale,Complex Conditional,The conditional expression langCountry.length == 1 && langCountry[0] != null && langCountry[0].length() == 2 is complex.,437,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/WeblogRequestMapper.java
